162067.498 2606480.872 0.096
162072.404 2606479.589 0.216
162076.148 2606480.711 0.176
162082.867 2606480.682 0.201
162089.663 2606481.53 0.077
162091.14 2606483.183 -0.004
162095.752 2606482.668 -0.008
162104.938 2606483.651 0.1
162105.53 2606480.014 0.117
162113.206 2606480.421 0.033
162115.774 2606483.494 0.045
162124.348 2606480.291 2.427
162126.008 2606481.649 2.409
162131.558 2606483.48 2.413
162137.52 2606482.957 2.446
162145.024 2606480.928 2.49
162149.181 2606482.136 2.49
162155.084 2606479.528 2.539
162156.144 2606484.389 2.591
162161.615 2606483.905 2.615
162166.684 2606484.137 2.656
162173.678 2606481.287 2.473
162177.527 2606481.741 2.574
162184.539 2606481.269 2.529
162187.29 2606480.198 2.461
162193.277 2606483.597 2.37
162199.552 2606484.268 2.364
162201.866 2606484.253 2.435
162208.363 2606483.141 2.536
162215.25 2606480.458 2.465
162217.361 2606482.338 2.467
162223.963 2606481.226 2.089
162225.628 2606483.908 1.059
162231.377 2606482.018 0.598
162238.792 2606480.278 0.12
162241.418 2606483.423 -0.02
159925.095 2606478.333 -0.205
159928.171 2606477.838 -0.147
159933.631 2606477.4 -0.213
159936.022 2606475.528 -0.181
159941.226 2606474.86 -0.152
159949.173 2606478.071 -0.112
159953.427 2606476.402 -0.04
159956.311 2606479.319 0.019
159962.321 2606477.965 0.076
159967.575 2606478.339 0.142
159973.163 2606474.699 0.174
159978.076 2606475.113 0.238
159984.052 2606475.791 0.301
159989.807 2606475.386 0.366
159992.11 2606479.139 0.43
159998.064 2606477.552 0.489
160003.156 2606475.494 0.566
160009.245 2606477.589 0.626
160014.638 2606477.333 0.688
160017.07 2606478.069 0.77
160021.561 2606475.428 0.841
160026.99 2606479.029 0.892
160031.979 2606474.683 0.978
160038.999 2606478.705 1.1
160042.806 2606478.092 1.202
160049.168 2606477.287 1.324
160052.694 2606476.832 1.43
160060.031 2606476.215 1.507
160061.877 2606476.154 1.613
160068.643 2606476.454 1.74
160071.499 2606475.921 1.887
160076.156 2606477.791 1.846
160081.539 2606476.485 2.147
160088.553 2606476.765 2.024
160092.097 2606474.516 1.958
160098.761 2606477.588 2.166
160102.136 2606477.157 1.981
160108.694 2606476.695 2.215
160110.972 2606479.341 2.306
160120.342 2606478.035 2.4
160122.603 2606478.964 2.578
160129.039 2606475.927 2.625
160131.781 2606474.845 2.625
160138.091 2606479.143 2.546
160145.341 2606476.856 2.777
160148.592 2606479.348 2.9
160153.317 2606476.151 3.055
160155.95 2606478.996 3.082
160163.283 2606477.031 2.866
160170.173 2606475.349 2.418
160172.561 2606476.278 2.395
160179.046 2606478.698 1.862
160183.779 2606476.988 1.817
160186.572 2606477.847 1.777
160193.008 2606479.049 2.035
160197.131 2606474.699 2.382
160202.092 2606478.025 1.747
160207.58 2606477.551 1.072
160212.229 2606477.479 0.995
160219.741 2606477.639 0.918
160221.834 2606475.416 0.868
160225.564 2606476.17 0.817
160233.667 2606475.528 0.767
160235.602 2606474.968 0.707
160241.477 2606477.553 0.672
160246.169 2606477.851 0.634
160251.582 2606475.788 0.519
160258.869 2606476.617 0.433
160261.376 2606475.165 0.404
160269.213 2606477.557 0.351
160272.557 2606476.03 0.279
160279.234 2606478.934 0.197
160285.243 2606477.894 0.141
160286.585 2606477.365 0.07
160294.61 2606477.945 0.032
160298.38 2606475.959 -0.046
160301.967 2606476.683 -0.079
162058.784 2606479.349 -0.203
162061.511 2606478.93 -0.121
162070.018 2606475.03 0.005
162075.044 2606476.584 0.134
162079.444 2606475.155 0.165
162082.643 2606476.112 0.121
162089.303 2606474.708 0.098
162094.424 2606474.808 -0.048
162098.467 2606474.51 -0.034
162101.561 2606478.364 0.116
162108.594 2606477.215 0.095
162113.812 2606478.433 0.06
162116.596 2606477.349 0.096
162122.836 2606474.709 0.085
162130.091 2606478.518 2.377
162131.082 2606477.391 2.387
162136.974 2606477.085 2.409
162140.726 2606478.691 2.418
162149.623 2606476.466 2.446
162153.024 2606476.119 2.477
162158.338 2606477.021 2.514
162161.816 2606477.039 2.557
162166.457 2606475.037 2.594
162174.043 2606475.602 2.428
162179.542 2606476.487 2.487
162183.139 2606478.564 2.495
162187.539 2606475.887 2.455
162193 2606476.926 2.341
162197.116 2606477.324 2.429
162201.028 2606477.444 2.765
162209.133 2606477.314 2.986
162211.477 2606478.431 2.505
162219.817 2606478.071 2.593
162223.193 2606475.644 2.42
162229.126 2606476.822 1.807
162232.72 2606478.615 1.201
162239.087 2606474.738 0.599
162240.588 2606477.711 0.161
162247.59 2606474.777 0.048
162250.785 2606475.232 0.044
159924.323 2606469.965 -0.117
159928.616 2606470.669 -0.159
159930.86 2606473.725 -0.18
159938.167 2606471.669 -0.168
159945.07 2606470.434 -0.147
159949.895 2606471.497 -0.108
159954.936 2606471.429 -0.057
159955.579 2606469.54 0.013
159963.056 2606470.388 0.071
159968.487 2606473.629 0.141
159971.881 2606474.206 0.183
159978.656 2606472.539 0.252
159981.403 2606471.459 0.308
159985.795 2606471.09 0.36
159993.042 2606473.79 0.428
159998.199 2606473.536 0.498
160002.216 2606472.954 0.553
160006.985 2606471.05 0.623
160012.58 2606471.085 0.696
160018.919 2606472.668 0.776
160020.825 2606470.451 0.831
160027.546 2606470.801 0.904
160032.569 2606471.175 0.984
160036.643 2606470.408 1.081
160041.565 2606472.769 1.19
160047.533 2606471.799 1.31
160052.581 2606473.965 1.418
160056.305 2606473.624 1.512
160061.516 2606471.654 1.619
160067.621 2606471.858 1.703
160073.897 2606473.869 1.852
160077.355 2606471.325 2.131
160080.462 2606469.49 2.171
160087.607 2606469.486 2.046
160091.718 2606469.77 1.997
160096.659 2606470.095 1.804
160103.085 2606474.072 1.8
160107.38 2606471.743 1.929
160111.396 2606473.003 1.988
160120.001 2606472.451 2.27
160122.694 2606471.057 2.727
160130.386 2606473.58 2.705
160132.279 2606471.357 2.561
160137.905 2606471.342 2.628
160142.362 2606472.187 2.853
160145.876 2606469.923 2.963
160151.957 2606469.958 3.181
160160.436 2606474.286 2.588
160160.852 2606470.057 2.514
160168.033 2606470.865 2.221
160172.934 2606471.878 1.945
160179.173 2606470.476 1.831
160183.739 2606473.177 1.766
160186.125 2606470.306 1.666
160193.506 2606469.984 1.959
160196.344 2606473.373 2.296
160202.205 2606470.12 1.493
160208.008 2606471.635 1.07
160210.745 2606469.68 0.972
160216.974 2606472.141 0.904
160222.123 2606470.429 0.855
160228.912 2606469.783 0.81
160233.047 2606472.315 0.765
160236.973 2606472.458 0.702
160242.251 2606471.985 0.664
160248.45 2606472.81 0.615
160252.973 2606472.018 0.492
160257.531 2606470.834 0.421
160263.33 2606470.046 0.377
160268.785 2606470.447 0.344
160272.942 2606470.569 0.267
160276.295 2606472.733 0.22
160282.735 2606472.223 0.132
160285.934 2606473.543 0.033
160292.465 2606470.844 -0.029
